2014,Alabama,"https://ballotpedia.org/Alabama_House_of_Representatives_elections,_2014"
2014,Alaska,"https://ballotpedia.org/Alaska_House_of_Representatives_elections,_2014"
2014,Arkansas,"https://ballotpedia.org/Arkansas_House_of_Representatives_elections,_2014"
2014,California,"https://ballotpedia.org/California_State_Assembly_elections,_2014"
2014,Colorado,"https://ballotpedia.org/Colorado_House_of_Representatives_elections,_2014"
2014,Connecticut,"https://ballotpedia.org/Connecticut_House_of_Representatives_elections,_2014"
2014,Delaware,"https://ballotpedia.org/Delaware_House_of_Representatives_elections,_2014"
2014,Florida,"https://ballotpedia.org/Florida_House_of_Representatives_elections,_2014"
2014,Georgia,"https://ballotpedia.org/Georgia_House_of_Representatives_elections,_2014"
2014,Hawaii,"https://ballotpedia.org/Hawaii_House_of_Representatives_elections,_2014"
2014,Idaho,"https://ballotpedia.org/Idaho_House_of_Representatives_elections,_2014"
2014,Illinois,"https://ballotpedia.org/Illinois_House_of_Representatives_elections,_2014"
2014,Indiana,"https://ballotpedia.org/Indiana_House_of_Representatives_elections,_2014"
2014,Iowa,"https://ballotpedia.org/Iowa_House_of_Representatives_elections,_2014"
2014,Kansas,"https://ballotpedia.org/Kansas_House_of_Representatives_elections,_2014"
2014,Kentucky,"https://ballotpedia.org/Kentucky_House_of_Representatives_elections,_2014"
2014,Maine,"https://ballotpedia.org/Maine_House_of_Representatives_elections,_2014"
2014,Massachusetts,"https://ballotpedia.org/Massachusetts_House_of_Representatives_elections,_2014"
2014,Michigan,"https://ballotpedia.org/Michigan_House_of_Representatives_elections,_2014"
2014,Minnesota,"https://ballotpedia.org/Minnesota_House_of_Representatives_elections,_2014"
2014,Missouri,"https://ballotpedia.org/Missouri_House_of_Representatives_elections,_2014"
2014,Montana,"https://ballotpedia.org/Montana_House_of_Representatives_elections,_2014"
2014,Nevada,"https://ballotpedia.org/Nevada_State_Assembly_elections,_2014"
2014,New Mexico,"https://ballotpedia.org/New_Mexico_House_of_Representatives_elections,_2014"
2014,New York,"https://ballotpedia.org/New_York_State_Assembly_elections,_2014"
2014,North Carolina,"https://ballotpedia.org/North_Carolina_House_of_Representatives_elections,_2014"
2014,Ohio,"https://ballotpedia.org/Ohio_House_of_Representatives_elections,_2014"
2014,Oklahoma,"https://ballotpedia.org/Oklahoma_House_of_Representatives_elections,_2014"
2014,Oregon,"https://ballotpedia.org/Oregon_House_of_Representatives_elections,_2014"
2014,Pennsylvania,"https://ballotpedia.org/Pennsylvania_House_of_Representatives_elections,_2014"
2014,Rhode Island,"https://ballotpedia.org/Rhode_Island_House_of_Representatives_elections,_2014"
2014,South Carolina,"https://ballotpedia.org/South_Carolina_House_of_Representatives_elections,_2014"
2014,Tennessee,"https://ballotpedia.org/Tennessee_House_of_Representatives_elections,_2014"
2014,Texas,"https://ballotpedia.org/Texas_House_of_Representatives_elections,_2014"
2014,Utah,"https://ballotpedia.org/Utah_House_of_Representatives_elections,_2014"
2014,Washington,"https://ballotpedia.org/Washington_House_of_Representatives_elections,_2014"
2014,Wisconsin,"https://ballotpedia.org/Wisconsin_State_Assembly_elections,_2014"
2014,Wyoming,"https://ballotpedia.org/Wyoming_House_of_Representatives_elections,_2014"
2013,New Jersey,"https://ballotpedia.org/New_Jersey_General_Assembly_elections,_2013"
2013,Virginia,"https://ballotpedia.org/Virginia_House_of_Delegates_elections,_2013"
