2017,New Jersey,District 1,Democratic,Bob Andrzejczak,32554,True,True
2017,New Jersey,District 1,Democratic,R. Bruce Land,30938,True,True
2017,New Jersey,District 1,Republican,James Sauro,20445,False,False
2017,New Jersey,District 1,Republican,Robert Campbell,20250,False,False
2017,New Jersey,District 2,Democratic,Vincent Mazzeo,27601,True,True
2017,New Jersey,District 2,Democratic,John Armato,25683,True,False
2017,New Jersey,District 2,Republican,Vince Sera,20814,False,False
2017,New Jersey,District 2,Republican,Brenda Taube,20611,False,False
2017,New Jersey,District 2,"Independent, Honest, Reliable",Heather Gordon,1208,False,False
2017,New Jersey,District 2,Green,Mico Lucide,718,False,False
2017,New Jersey,District 3,Democratic,John Burzichelli,31853,True,True
2017,New Jersey,District 3,Democratic,Adam Taliaferro,30733,True,True
2017,New Jersey,District 3,Republican,Philip Donohue,21758,False,False
2017,New Jersey,District 3,Republican,Linwood Donelson,20181,False,False
2017,New Jersey,District 3,One For All,Edward R. Durr,589,False,False
2017,New Jersey,District 4,Democratic,Edward R. Durr,32892,True,True
2017,New Jersey,District 4,Democratic,Gabriela Mosquera,31800,True,True
2017,New Jersey,District 4,Republican,Patricia Jefferson Kline,18386,False,False
2017,New Jersey,District 4,Republican,Eduardo Maldonado,17761,False,False
2017,New Jersey,District 4,"Represent, Not Rule",William McCauley Jr.,1194,False,False
2017,New Jersey,District 5,Democratic,Patricia Egan Jones,29282,True,True
2017,New Jersey,District 5,Democratic,Arthur Barclay,27544,True,True
2017,New Jersey,District 5,Republican,Teresa Gordon,14181,False,False
2017,New Jersey,District 5,Republican,Kevin Ehret,13625,False,False
2017,New Jersey,District 6,Democratic,Louis Greenwald,41767,True,True
2017,New Jersey,District 6,Democratic,Pamela Lampitt,40291,True,True
2017,New Jersey,District 6,Republican,David Moy,16811,False,False
2017,New Jersey,District 6,Republican,Winston Extavour,16335,False,False
2017,New Jersey,District 6,American Solidarity Party,Monica Sohler,821,False,False
2017,New Jersey,District 7,Democratic,"Herbert Conaway, Jr.",39879,True,True
2017,New Jersey,District 7,Democratic,"Herbert Conaway, Jr.",38819,True,False
2017,New Jersey,District 7,Republican,Octavia Scott,20941,False,False
2017,New Jersey,District 7,Republican,Robert Thibault,20726,False,False
2017,New Jersey,District 8,Republican,Joe Howarth,28841,True,True
2017,New Jersey,District 8,Republican,Ryan Peters,28671,True,False
2017,New Jersey,District 8,Democratic,Joanne Schwartz,28321,False,False
2017,New Jersey,District 8,Democratic,MaryAnn Merlino,28196,False,False
