State,Year,District,Dem Votes,GOP Votes,D Voteshare,Incumbent,Party
AK,2018,1,2370.0,2449.0,0.4918032786885246,O,R
AK,2018,2,1069.0,2178.0,0.32922697874961504,R,R
AK,2018,3,0.0,1.0,0.0,R,R
AK,2018,4,3960.0,3423.0,0.5363673303535148,O,D
AK,2018,5,3133.0,2832.0,0.5252305113160101,D,D
AK,2018,6,2256.0,3531.0,0.38983929497148784,R,R
AK,2018,7,0.0,1.0,0.0,R,R
AK,2018,8,1100.0,4748.0,0.1880984952120383,R,R
AK,2018,9,1437.0,2359.0,0.3785563751317176,R,R
AK,2018,10,1497.0,2789.5,0.3492359734048758,R,R
AK,2018,11,2029.0,5360.0,0.2745973744755718,R,R
AK,2018,12,0.0,5457.0,0.0,R,R
AK,2018,13,0.0,2892.0,0.0,O,R
AK,2018,14,0.0,4781.0,0.0,O,R
AK,2018,15,930.0,1055.0,0.46851385390428213,R,R
AK,2018,16,2944.0,2377.0,0.5532794587483556,D,D
AK,2018,17,2862.0,1944.0,0.5955056179775281,D,D
AK,2018,18,3372.0,1799.0,0.6520982401856508,D,D
AK,2018,19,2310.0,0.0,1.0,D,D
AK,2018,20,3346.0,1469.0,0.6949117341640706,O,D
AK,2018,21,3743.0,3087.0,0.5480234260614935,D,D
AK,2018,22,775.0,3209.0,0.1945281124497992,I,R
AK,2018,23,2749.0,2406.0,0.5332686711930165,D,D
AK,2018,24,2929.0,4541.0,0.3921017402945114,R,R
AK,2018,25,3038.0,3343.0,0.4761009246199655,O,R
AK,2018,26,2606.0,4434.0,0.37017045454545455,O,R
AK,2018,27,3374.0,3588.0,0.48463085320310256,R,R
AK,2018,28,4108.0,5019.0,0.45009313027281694,R,R
AK,2018,29,0.0,4663.0,0.0,O,R
AK,2018,30,0.0,1.0,0.0,R,R
AK,2018,31,0.0,4348.0,0.0,I,R
AK,2018,32,1557.0,2525.0,0.38143067123958846,R,R
AK,2018,33,4314.0,0.0,1.0,O,D
AK,2018,34,4215.0,3755.0,0.5288582183186951,O,D
AK,2018,35,3249.0,2599.0,0.5555745554035568,D,D
AK,2018,36,0.0,2257.0,0.0,I,
AK,2018,37,2361.0,1334.0,0.6389715832205684,D,D
AK,2018,38,2542.0,2011.0,0.5583132000878541,D,D
AK,2018,39,1.0,0.0,1.0,D,D
AK,2018,40,2098.0,0.0,1.0,D,D
AL,2018,1,0.0,7300.0,0.0,R,R
AL,2018,2,4780.0,12969.0,0.26931094709561104,R,R
AL,2018,3,8515.0,9427.0,0.4745847731579534,O,R
AL,2018,4,4292.0,11039.0,0.2799556454243037,R,R
AL,2018,5,4677.0,12304.0,0.27542547553147634,R,R
AL,2018,6,0.0,1.0,0.0,O,R
AL,2018,7,3572.0,10851.0,0.24765998751993343,O,R
AL,2018,8,5442.0,8771.0,0.3828889045240273,R,R
AL,2018,9,0.0,1.0,0.0,O,R
AL,2018,10,8476.0,11186.0,0.43108534228460993,R,R
AL,2018,11,0.0,1.0,0.0,R,R
AL,2018,12,0.0,1.0,0.0,R,R
AL,2018,13,0.0,1.0,0.0,R,R
AL,2018,14,0.0,1.0,0.0,R,R
AL,2018,15,6930.0,14198.0,0.3280007572889057,R,R
AL,2018,16,0.0,1.0,0.0,R,R
AL,2018,17,0.0,1.0,0.0,O,R
AL,2018,18,3876.0,9824.0,0.2829197080291971,O,R
AL,2018,19,1.0,0.0,1.0,D,D
AL,2018,20,8481.0,14538.0,0.3684347712759025,R,R
AL,2018,21,8337.0,13245.0,0.386294134000556,R,R
AL,2018,22,0.0,1.0,0.0,R,R
AL,2018,23,0.0,1.0,0.0,R,R
AL,2018,24,0.0,1.0,0.0,R,R
AL,2018,25,0.0,1.0,0.0,R,R
AL,2018,26,0.0,1.0,0.0,R,R
AL,2018,27,2452.0,13240.0,0.1562579658424675,O,R
AL,2018,28,5715.0,7079.0,0.4466937627012662,O,R
AL,2018,29,3013.0,11489.0,0.20776444628327126,R,R
AL,2018,30,2909.0,13721.0,0.17492483463619965,O,R
AL,2018,31,0.0,1.0,0.0,R,R
AL,2018,32,7745.0,4500.0,0.6325030624744794,D,D
AL,2018,33,4921.0,10142.0,0.3266945495585209,R,R
AL,2018,34,0.0,1.0,0.0,R,R
AL,2018,35,0.0,1.0,0.0,R,R
AL,2018,36,4241.0,11380.0,0.2714935023365982,R,R
AL,2018,37,4494.0,11137.0,0.28750559785042545,R,R
AL,2018,38,4927.0,11109.0,0.30724619605886755,O,R
AL,2018,39,0.0,1.0,0.0,O,R
AL,2018,40,3817.0,11159.0,0.2548744658119658,R,R
AL,2018,41,4586.0,14034.0,0.24629430719656284,R,R
AL,2018,42,0.0,1.0,0.0,R,R
AL,2018,43,5817.0,14999.0,0.27944850115295927,R,R
AL,2018,44,0.0,1.0,0.0,R,R
AL,2018,45,7109.0,13629.0,0.3428006558009451,R,R
AL,2018,46,8421.0,13322.0,0.38729706112312007,R,R
AL,2018,47,7696.0,9150.0,0.4568443547429657,O,R
AL,2018,48,7801.0,14764.0,0.34571238643917573,R,R
AL,2018,49,0.0,1.0,0.0,R,R
AL,2018,50,0.0,1.0,0.0,R,R
AL,2018,51,3165.0,15375.0,0.17071197411003236,R,R
AL,2018,52,1.0,0.0,1.0,D,D
AL,2018,53,1.0,0.0,1.0,D,D
AL,2018,54,13265.0,0.0,1.0,O,D
AL,2018,55,13093.0,0.0,1.0,D,D
AL,2018,56,1.0,0.0,1.0,D,D
AL,2018,57,1.0,0.0,1.0,D,D
AL,2018,58,1.0,0.0,1.0,D,D
AL,2018,59,1.0,0.0,1.0,D,D
AL,2018,60,1.0,0.0,1.0,D,D
AL,2018,61,6481.0,12393.0,0.34338243085726394,O,R
AL,2018,62,5255.0,11267.0,0.3180607674615664,R,R
AL,2018,63,0.0,1.0,0.0,R,R
AL,2018,64,3995.0,13016.0,0.23484803950385044,R,R
AL,2018,65,8998.0,10068.0,0.4719395783069338,I,R
AL,2018,66,4007.0,10428.0,0.2775891929338414,R,R
AL,2018,67,1.0,0.0,1.0,D,D
AL,2018,68,1.0,0.0,1.0,D,D
AL,2018,69,1.0,0.0,1.0,D,D
AL,2018,70,1.0,0.0,1.0,D,D
AL,2018,71,1.0,0.0,1.0,D,D
AL,2018,72,1.0,0.0,1.0,D,D
AL,2018,73,5760.0,12889.0,0.3088637460453644,R,R
AL,2018,74,6124.0,9431.0,0.393699774991964,R,R
AL,2018,75,0.0,1.0,0.0,R,R
AL,2018,76,1.0,0.0,1.0,D,D
AL,2018,77,1.0,0.0,1.0,O,D
AL,2018,78,9461.0,0.0,1.0,O,D
AL,2018,79,6977.0,9679.0,0.418888088376561,R,R
AL,2018,80,3396.0,8501.0,0.285450113473985,R,R
AL,2018,81,4681.0,13337.0,0.2597957597957598,O,R
AL,2018,82,1.0,0.0,1.0,D,D
AL,2018,83,8927.0,5126.0,0.6352380274674446,O,D
AL,2018,84,1.0,0.0,1.0,D,D
AL,2018,85,7279.0,6249.0,0.5380691898285038,D,D
AL,2018,86,3219.0,11186.0,0.22346407497396736,R,R
AL,2018,87,0.0,1.0,0.0,O,R
AL,2018,88,4785.0,11494.0,0.2939369740156029,O,R
AL,2018,89,5344.0,7794.0,0.4067590196376922,O,R
AL,2018,90,6034.0,11035.0,0.35350635655281504,R,R
AL,2018,91,0.0,1.0,0.0,O,R
AL,2018,92,0.0,1.0,0.0,R,R
AL,2018,93,0.0,1.0,0.0,R,R
AL,2018,94,6243.0,15291.0,0.28991362496517137,R,R
AL,2018,95,0.0,1.0,0.0,R,R
AL,2018,96,5013.0,13685.0,0.2681035404856134,O,R
AL,2018,97,8651.0,4566.0,0.6545358250737686,D,D
AL,2018,98,1.0,0.0,1.0,D,D
AL,2018,99,11655.0,4239.0,0.733295583238958,O,D
AL,2018,100,0.0,1.0,0.0,R,R
AL,2018,101,0.0,1.0,0.0,R,R
AL,2018,102,0.0,1.0,0.0,O,R
AL,2018,103,1.0,0.0,1.0,D,D
AL,2018,104,4636.0,10088.0,0.3148600923662048,R,R
AL,2018,105,0.0,1.0,0.0,O,R
AR,2018,1,0.0,1.0,0.0,R,R
AR,2018,2,0.0,1.0,0.0,R,R
AR,2018,3,0.0,1.0,0.0,R,R
AR,2018,4,0.0,1.0,0.0,R,R
AR,2018,5,4234.0,3210.0,0.5687802256851155,D,D
AR,2018,6,0.0,1.0,0.0,R,R
AR,2018,7,0.0,1.0,0.0,R,R
AR,2018,8,0.0,1.0,0.0,R,R
AR,2018,9,1.0,0.0,1.0,D,D
AR,2018,10,0.0,1.0,0.0,R,R
AR,2018,11,3599.0,2090.0,0.632624362805414,I,D
AR,2018,12,4078.0,2599.0,0.6107533323348809,D,D
AR,2018,13,0.0,1.0,0.0,R,R
AR,2018,14,0.0,1.0,0.0,R,R
AR,2018,15,0.0,8225.0,0.0,R,R
AR,2018,16,1.0,0.0,1.0,D,D
AR,2018,17,4592.0,0.0,1.0,D,D
AR,2018,18,0.0,1.0,0.0,R,R
AR,2018,19,2657.0,5267.0,0.33531044926804643,R,R
AR,2018,20,0.0,1.0,0.0,R,R
AR,2018,21,1827.0,6708.0,0.2140597539543058,R,R
AR,2018,22,4388.0,8289.0,0.34613867634298334,R,R
AR,2018,23,0.0,1.0,0.0,R,R
AR,2018,24,2913.0,6451.0,0.3110850064075181,R,R
AR,2018,25,0.0,1.0,0.0,R,R
AR,2018,26,3232.0,5067.0,0.3894445113869141,R,R
AR,2018,27,0.0,1.0,0.0,R,R
AR,2018,28,2805.0,5895.0,0.32241379310344825,O,R
AR,2018,29,1.0,0.0,1.0,D,D
AR,2018,30,8256.0,0.0,1.0,D,D
AR,2018,31,4699.0,9661.0,0.3272284122562674,R,R
AR,2018,32,6320.0,7126.0,0.47002826119291985,R,R
AR,2018,33,1.0,0.0,1.0,O,D
AR,2018,34,1.0,0.0,1.0,D,D
AR,2018,35,8072.0,5157.0,0.6101746163731196,O,D
AR,2018,36,1.0,0.0,1.0,D,D
AR,2018,37,1.0,0.0,1.0,O,D
AR,2018,38,5342.0,6112.0,0.46638728828356907,R,R
AR,2018,39,5072.0,6063.0,0.45550067355186347,R,R
AR,2018,40,0.0,1.0,0.0,R,R
AR,2018,41,5418.0,6337.0,0.4609102509570396,R,R
AR,2018,42,4025.0,2992.0,0.5736069545389768,O,D
AR,2018,43,0.0,1.0,0.0,O,R
AR,2018,44,0.0,1.0,0.0,O,R
AR,2018,45,0.0,1.0,0.0,O,R
AR,2018,46,0.0,6993.0,0.0,R,R
AR,2018,47,3545.0,3643.0,0.49318308291597107,I,R
AR,2018,48,1.0,0.0,1.0,D,D
AR,2018,49,3087.0,5084.0,0.3777995349406437,R,R
AR,2018,50,1.0,0.0,1.0,D,D
AR,2018,51,1.0,0.0,1.0,D,D
AR,2018,52,0.0,1.0,0.0,R,R
AR,2018,53,0.0,1.0,0.0,R,R
AR,2018,54,1736.0,5482.0,0.2405098365198116,R,R
AR,2018,55,3857.0,2403.0,0.6161341853035144,D,D
AR,2018,56,1885.0,5790.0,0.24560260586319219,R,R
AR,2018,57,0.0,1.0,0.0,R,R
AR,2018,58,0.0,1.0,0.0,R,R
AR,2018,59,0.0,1.0,0.0,R,R
AR,2018,60,0.0,1.0,0.0,R,R
AR,2018,61,4650.0,4768.0,0.49373540029730306,I,R
AR,2018,62,0.0,1.0,0.0,R,R
AR,2018,63,0.0,1.0,0.0,O,R
AR,2018,64,0.0,1.0,0.0,R,R
AR,2018,65,2988.0,6006.0,0.3322214809873249,R,R
AR,2018,66,0.0,1.0,0.0,R,R
AR,2018,67,0.0,8537.0,0.0,R,R
AR,2018,68,0.0,1.0,0.0,O,R
AR,2018,69,3576.0,5016.0,0.41620111731843573,R,R
AR,2018,70,4759.0,5978.0,0.4432336779361088,O,R
AR,2018,71,2557.0,4740.0,0.35041797999177743,O,R
AR,2018,72,1.0,0.0,1.0,D,D
AR,2018,73,1708.0,5341.0,0.2423038728897716,R,R
AR,2018,74,0.0,1.0,0.0,R,R
AR,2018,75,0.0,1.0,0.0,O,R
AR,2018,76,0.0,1.0,0.0,O,R
AR,2018,77,2974.0,4713.0,0.38688695199687784,R,R
AR,2018,78,1.0,0.0,1.0,O,D
AR,2018,79,0.0,1.0,0.0,R,R
AR,2018,80,2641.0,6381.0,0.2927288849479051,R,R
AR,2018,81,2529.0,6607.0,0.2768169877408056,R,R
AR,2018,82,0.0,1.0,0.0,R,R
AR,2018,83,0.0,1.0,0.0,O,R
